"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade","Collection_YearWeek","Collection_Date_dec"
"PP376422.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103016","ssRNA(-)",15230,"complete","Germany",2020-02-24,"Human respiratory syncytial virus A isolate 490103016, complete genome",2020,9,"2019/2020","A","A.D.2.2","GA2.3.5","2020/09",2020.14754098361
"PP376423.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103015","ssRNA(-)",15223,"complete","Germany",2020-02-24,"Human respiratory syncytial virus A isolate 490103015, complete genome",2020,9,"2019/2020","A","A.D","GA2.3.5","2020/09",2020.14754098361
"PP376428.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102029","ssRNA(-)",15222,"complete","Spain",2019-01-25,"Human respiratory syncytial virus A isolate 340102029, complete genome",2019,4,"2018/2019","A","A.D.1","GA2.3.5","2019/04",2019.06575342466
"PP376431.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102029","ssRNA(-)",15223,"complete","Germany",2019-02-25,"Human respiratory syncytial virus A isolate 490102029, complete genome",2019,9,"2018/2019","A","A.D.2.2","GA2.3.5","2019/09",2019.15068493151
"PP376432.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103035","ssRNA(-)",15224,"complete","Russia",2020-02-25,"Human respiratory syncytial virus A isolate 070103035, complete genome",2020,9,"2019/2020","A","A.D.3","GA2.3.5","2020/09",2020.15027322404
"PP376433.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103033","ssRNA(-)",15225,"complete","Russia",2020-02-25,"Human respiratory syncytial virus A isolate 070103033, complete genome",2020,9,"2019/2020","A","A.D.1","GA2.3.5","2020/09",2020.15027322404
"PP376435.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101067","ssRNA(-)",15223,"complete","Netherlands",2018-01-26,"Human respiratory syncytial virus A isolate 310101067, complete genome",2018,4,"2017/2018","A","A.D","GA2.3.5","2018/04",2018.06849315068
"PP376436.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101011","ssRNA(-)",15223,"complete","Spain",2017-11-26,"Human respiratory syncytial virus A isolate 340101011, complete genome",2017,48,"2017/2018","A","A.D","GA2.3.5","2017/48",2017.90136986301
"PP376438.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103050","ssRNA(-)",15233,"complete","Netherlands",2019-11-26,"Human respiratory syncytial virus A isolate 310103050, complete genome",2019,48,"2019/2020","A","A.D.2.2.1","GA2.3.5","2019/48",2019.90136986301
"PP376439.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103044","ssRNA(-)",15225,"complete","Finland",2020-02-26,"Human respiratory syncytial virus A isolate 358103044, complete genome",2020,9,"2019/2020","A","A.D.1","GA2.3.5","2020/09",2020.15300546448
"PP376446.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103008","ssRNA(-)",15224,"complete","Russia",2020-01-27,"Human respiratory syncytial virus A isolate 070103008, complete genome",2020,5,"2019/2020","A","A.D.1","GA2.3.5","2020/05",2020.07103825137
"PP376447.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103009","ssRNA(-)",15226,"complete","Russia",2020-01-27,"Human respiratory syncytial virus A isolate 070103009, complete genome",2020,5,"2019/2020","A","A.D.5","GA2.3.5","2020/05",2020.07103825137
"PP376450.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103027","ssRNA(-)",14908,"partial","France",2019-11-27,"Human respiratory syncytial virus A isolate 330103027, partial genome",2019,48,"2019/2020","A","A.D.2.2","GA2.3.5","2019/48",2019.90410958904
"PP376451.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103025","ssRNA(-)",15224,"complete","France",2019-11-27,"Human respiratory syncytial virus A isolate 330103025, complete genome",2019,48,"2019/2020","A","A.D","GA2.3.5","2019/48",2019.90410958904
"PP376452.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103026","ssRNA(-)",15228,"complete","France",2019-11-27,"Human respiratory syncytial virus A isolate 330103026, complete genome",2019,48,"2019/2020","A","A.D.3","GA2.3.5","2019/48",2019.90410958904
"PP376453.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102008","ssRNA(-)",15225,"complete","France",2018-12-27,"Human respiratory syncytial virus A isolate 330102008, complete genome",2018,52,"2018/2019","A","A.D.2.2","GA2.3.5","2018/52",2018.98630136986
"PP376457.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103031","ssRNA(-)",15222,"complete","Germany",2020-03-27,"Human respiratory syncytial virus A isolate 490103031, complete genome",2020,13,"2019/2020","A","A.D.5","GA2.3.5","2020/13",2020.2349726776
"PP376459.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101023","ssRNA(-)",15221,"complete","Finland",2018-01-28,"Human respiratory syncytial virus A isolate 358101023, complete genome",2018,5,"2017/2018","A","A.D.2.2","GA2.3.5","2018/05",2018.07397260274
"PP376462.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102001","ssRNA(-)",15225,"complete","Spain",2018-11-28,"Human respiratory syncytial virus A isolate 340102001, complete genome",2018,48,"2018/2019","A","A.D.2.2.1","GA2.3.5","2018/48",2018.90684931507
"PP376463.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103006","ssRNA(-)",15234,"complete","Spain",2019-11-28,"Human respiratory syncytial virus A isolate 340103006, complete genome",2019,48,"2019/2020","A","A.D.2.2.1","GA2.3.5","2019/48",2019.90684931507
"PP376464.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","390103006","ssRNA(-)",14531,"partial","Italy",2019-12-28,"Human respiratory syncytial virus A isolate 390103006, partial genome",2019,52,"2019/2020","A","A.D.1","GA2.3.5","2019/52",2019.98904109589
"PP376465.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103038","ssRNA(-)",15227,"complete","Spain",2020-02-28,"Human respiratory syncytial virus A isolate 340103038, complete genome",2020,9,"2019/2020","A","A.D.1","GA2.3.5","2020/09",2020.15846994536
"PP376470.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101024","ssRNA(-)",15221,"complete","Finland",2018-01-29,"Human respiratory syncytial virus A isolate 358101024, complete genome",2018,5,"2017/2018","A","A.D.2.2","GA2.3.5","2018/05",2018.07671232877
"PP376471.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103002","ssRNA(-)",15199,"complete","Netherlands",2020-01-29,"Human respiratory syncytial virus A isolate 310103002, complete genome",2020,5,"2019/2020","A","A.D.2.1","GA2.3.5","2020/05",2020.07650273224
"PP376473.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103048","ssRNA(-)",15228,"complete","Netherlands",2019-11-29,"Human respiratory syncytial virus A isolate 310103048, complete genome",2019,48,"2019/2020","A","A.D.1","GA2.3.5","2019/48",2019.9095890411
"PP376476.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101043","ssRNA(-)",15207,"complete","Netherlands",2017-12-29,"Human respiratory syncytial virus A isolate 310101043, complete genome",2017,52,"2017/2018","A","A.D","GA2.3.5","2017/52",2017.99178082192
"PP376480.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102010","ssRNA(-)",15225,"complete","Netherlands",2018-12-03,"Human respiratory syncytial virus A isolate 310102010, complete genome",2018,49,"2018/2019","A","A.D.3","GA2.3.5","2018/49",2018.92054794521
"PP376483.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103007","ssRNA(-)",15220,"complete","Germany",2020-02-03,"Human respiratory syncytial virus A isolate 490103007, complete genome",2020,6,"2019/2020","A","A.D.1","GA2.3.5","2020/06",2020.09016393443
"PP376484.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103017","ssRNA(-)",15204,"complete","Finland",2020-02-03,"Human respiratory syncytial virus A isolate 358103017, complete genome",2020,6,"2019/2020","A","A.D.1","GA2.3.5","2020/06",2020.09016393443
"PP376489.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103007","ssRNA(-)",15220,"complete","France",2019-10-30,"Human respiratory syncytial virus A isolate 330103007, complete genome",2019,44,"2019/2020","A","A.D.2.2","GA2.3.5","2019/44",2019.82739726027
"PP376490.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102026","ssRNA(-)",15228,"complete","United Kingdom",2018-11-30,"Human respiratory syncytial virus A isolate 440102026, complete genome",2018,48,"2018/2019","A","A.D.3","GA2.3.5","2018/48",2018.91232876712
"PP376491.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","390103008","ssRNA(-)",15224,"complete","Italy",2019-12-30,"Human respiratory syncytial virus A isolate 390103008, complete genome",2020,1,"2019/2020","A","A.D","GA2.3.5","2020/01",2019.99452054795
"PP376496.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103024","ssRNA(-)",15229,"complete","Spain",2019-12-31,"Human respiratory syncytial virus A isolate 340103024, complete genome",2020,1,"2019/2020","A","A.D.1","GA2.3.5","2020/01",2019.99726027397
"PP376499.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103009","ssRNA(-)",15228,"complete","France",2019-11-04,"Human respiratory syncytial virus A isolate 330103009, complete genome",2019,45,"2019/2020","A","A.D.3","GA2.3.5","2019/45",2019.84109589041
"PP376503.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103031","ssRNA(-)",15223,"complete","France",2019-12-04,"Human respiratory syncytial virus A isolate 330103031, complete genome",2019,49,"2019/2020","A","A.D.5","GA2.3.5","2019/49",2019.92328767123
"PP376505.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102036","ssRNA(-)",15222,"complete","Spain",2019-02-04,"Human respiratory syncytial virus A isolate 340102036, complete genome",2019,6,"2018/2019","A","A.D.1","GA2.3.5","2019/06",2019.09315068493
"PP376506.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103019","ssRNA(-)",15224,"complete","Russia",2020-02-04,"Human respiratory syncytial virus A isolate 070103019, complete genome",2020,6,"2019/2020","A","A.D.1","GA2.3.5","2020/06",2020.09289617486
"PP376517.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103010","ssRNA(-)",15211,"complete","France",2019-11-05,"Human respiratory syncytial virus A isolate 330103010, complete genome",2019,45,"2019/2020","A","A.D.2.2","GA2.3.5","2019/45",2019.84383561644
"PP376518.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440103007","ssRNA(-)",15224,"complete","United Kingdom",2019-11-05,"Human respiratory syncytial virus A isolate 440103007, complete genome",2019,45,"2019/2020","A","A.D.1","GA2.3.5","2019/45",2019.84383561644
"PP376520.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102002","ssRNA(-)",15230,"complete","Spain",2018-12-05,"Human respiratory syncytial virus A isolate 340102002, complete genome",2018,49,"2018/2019","A","A.D.2.2.1","GA2.3.5","2018/49",2018.92602739726
"PP376521.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103013","ssRNA(-)",15225,"complete","Spain",2019-12-05,"Human respiratory syncytial virus A isolate 340103013, complete genome",2019,49,"2019/2020","A","A.D.1","GA2.3.5","2019/49",2019.92602739726
"PP376524.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103020","ssRNA(-)",15208,"complete","Finland",2020-02-05,"Human respiratory syncytial virus A isolate 358103020, complete genome",2020,6,"2019/2020","A","A.D.1","GA2.3.5","2020/06",2020.0956284153
"PP376525.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103008","ssRNA(-)",15224,"complete","Germany",2020-02-05,"Human respiratory syncytial virus A isolate 490103008, complete genome",2020,6,"2019/2020","A","A.D","GA2.3.5","2020/06",2020.0956284153
"PP376527.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103001","ssRNA(-)",15228,"complete","Germany",2020-01-06,"Human respiratory syncytial virus A isolate 490103001, complete genome",2020,2,"2019/2020","A","A.D.1","GA2.3.5","2020/02",2020.01366120219
"PP376531.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103033","ssRNA(-)",15224,"complete","France",2019-12-06,"Human respiratory syncytial virus A isolate 330103033, complete genome",2019,49,"2019/2020","A","A.D","GA2.3.5","2019/49",2019.92876712329
"PP376536.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102016","ssRNA(-)",15222,"complete","Spain",2019-01-07,"Human respiratory syncytial virus A isolate 340102016, complete genome",2019,2,"2018/2019","A","A.D.1","GA2.3.5","2019/02",2019.01643835616
"PP376537.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102011","ssRNA(-)",15223,"complete","France",2019-01-07,"Human respiratory syncytial virus A isolate 330102011, complete genome",2019,2,"2018/2019","A","A.D.1","GA2.3.5","2019/02",2019.01643835616
"PP376538.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103009","ssRNA(-)",15224,"complete","Netherlands",2020-01-07,"Human respiratory syncytial virus A isolate 310103009, complete genome",2020,2,"2019/2020","A","A.D.2.1","GA2.3.5","2020/02",2020.01639344262
"PP376539.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102017","ssRNA(-)",15225,"complete","Netherlands",2018-12-07,"Human respiratory syncytial virus A isolate 310102017, complete genome",2018,49,"2018/2019","A","A.D.3","GA2.3.5","2018/49",2018.93150684932
"PP376540.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103022","ssRNA(-)",15225,"complete","Finland",2020-02-07,"Human respiratory syncytial virus A isolate 358103022, complete genome",2020,6,"2019/2020","A","A.D.1","GA2.3.5","2020/06",2020.10109289617
"PP376543.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102017","ssRNA(-)",15214,"complete","Spain",2019-01-08,"Human respiratory syncytial virus A isolate 340102017, complete genome",2019,2,"2018/2019","A","A.D.1","GA2.3.5","2019/02",2019.01917808219
"PP376546.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102018","ssRNA(-)",14713,"complete","Finland",2019-04-08,"Human respiratory syncytial virus A isolate 358102018, complete genome",2019,15,"2018/2019","A","A.D.2.2.1","GA2.3.5","2019/15",2019.26575342466
"PP376547.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102020","ssRNA(-)",15227,"complete","Finland",2019-04-08,"Human respiratory syncytial virus A isolate 358102020, complete genome",2019,15,"2018/2019","A","A.D.1","GA2.3.5","2019/15",2019.26575342466
"PP376549.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101001","ssRNA(-)",15222,"complete","Finland",2017-12-09,"Human respiratory syncytial virus A isolate 358101001, complete genome",2017,49,"2017/2018","A","A.D.2.2","GA2.3.5","2017/49",2017.93698630137
"PP376551.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103011","ssRNA(-)",15227,"complete","Spain",2019-12-09,"Human respiratory syncytial virus A isolate 340103011, complete genome",2019,50,"2019/2020","A","A.D.1","GA2.3.5","2019/50",2019.93698630137
"PP376552.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103002","ssRNA(-)",15226,"complete","Russia",2019-12-09,"Human respiratory syncytial virus A isolate 070103002, complete genome",2019,50,"2019/2020","A","A.D.3","GA2.3.5","2019/50",2019.93698630137
"PP376553.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101028","ssRNA(-)",15075,"complete","Finland",2018-02-09,"Human respiratory syncytial virus A isolate 358101028, complete genome",2018,6,"2017/2018","A","A.D.2.2","GA2.3.5","2018/06",2018.10684931507
"PP376554.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103009","ssRNA(-)",15230,"complete","Germany",2020-02-09,"Human respiratory syncytial virus A isolate 490103009, complete genome",2020,7,"2019/2020","A","A.D.1","GA2.3.5","2020/07",2020.10655737705
"PP376562.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101026","ssRNA(-)",15202,"complete","Finland",2018-02-01,"Human respiratory syncytial virus A isolate 358101026, complete genome",2018,5,"2017/2018","A","A.D.2.2","GA2.3.5","2018/05",2018.08493150685
"PP376564.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103003","ssRNA(-)",15219,"complete","Germany",2020-01-10,"Human respiratory syncytial virus A isolate 490103003, complete genome",2020,2,"2019/2020","A","A.D","GA2.3.5","2020/02",2020.02459016393
"PP376565.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102018","ssRNA(-)",14175,"partial","Netherlands",2018-12-10,"Human respiratory syncytial virus A isolate 310102018, partial genome",2018,50,"2018/2019","A","A.D.3","GA2.3.5","2018/50",2018.9397260274
"PP376567.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102004","ssRNA(-)",15223,"complete","Finland",2019-02-10,"Human respiratory syncytial virus A isolate 358102004, complete genome",2019,7,"2018/2019","A","A.D.1","GA2.3.5","2019/07",2019.1095890411
"PP376568.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103010","ssRNA(-)",15228,"complete","Germany",2020-02-10,"Human respiratory syncytial virus A isolate 490103010, complete genome",2020,7,"2019/2020","A","A.D.1","GA2.3.5","2020/07",2020.10928961749
"PP376571.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103022","ssRNA(-)",15228,"complete","Germany",2020-03-10,"Human respiratory syncytial virus A isolate 490103022, complete genome",2020,11,"2019/2020","A","A.D.1","GA2.3.5","2020/11",2020.18852459016
"PP376578.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102003","ssRNA(-)",15222,"complete","Spain",2018-12-11,"Human respiratory syncytial virus A isolate 340102003, complete genome",2018,50,"2018/2019","A","A.D.1","GA2.3.5","2018/50",2018.94246575342
"PP376579.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103039","ssRNA(-)",15224,"complete","Netherlands",2019-12-11,"Human respiratory syncytial virus A isolate 310103039, complete genome",2019,50,"2019/2020","A","A.D.2.1","GA2.3.5","2019/50",2019.94246575342
"PP376582.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103040","ssRNA(-)",15224,"complete","Netherlands",2019-12-11,"Human respiratory syncytial virus A isolate 310103040, complete genome",2019,50,"2019/2020","A","A.D.5","GA2.3.5","2019/50",2019.94246575342
"PP376583.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103024","ssRNA(-)",15204,"complete","Russia",2020-02-11,"Human respiratory syncytial virus A isolate 070103024, complete genome",2020,7,"2019/2020","A","A.D","GA2.3.5","2020/07",2020.11202185792
"PP376584.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103023","ssRNA(-)",15224,"complete","Russia",2020-02-11,"Human respiratory syncytial virus A isolate 070103023, complete genome",2020,7,"2019/2020","A","A.D.1","GA2.3.5","2020/07",2020.11202185792
"PP376585.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103024","ssRNA(-)",15228,"complete","Germany",2020-03-11,"Human respiratory syncytial virus A isolate 490103024, complete genome",2020,11,"2019/2020","A","A.D.1","GA2.3.5","2020/11",2020.1912568306
"PP376590.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102010","ssRNA(-)",15224,"complete","United Kingdom",2018-11-12,"Human respiratory syncytial virus A isolate 440102010, complete genome",2018,46,"2018/2019","A","A.D.1","GA2.3.5","2018/46",2018.86301369863
"PP376591.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103059","ssRNA(-)",15225,"complete","Netherlands",2019-11-12,"Human respiratory syncytial virus A isolate 310103059, complete genome",2019,46,"2019/2020","A","A.D.1","GA2.3.5","2019/46",2019.86301369863
"PP376593.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103037","ssRNA(-)",15224,"complete","Netherlands",2019-12-12,"Human respiratory syncytial virus A isolate 310103037, complete genome",2019,50,"2019/2020","A","A.D.2.1","GA2.3.5","2019/50",2019.94520547945
"PP376594.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101031","ssRNA(-)",15222,"complete","Finland",2018-02-12,"Human respiratory syncytial virus A isolate 358101031, complete genome",2018,7,"2017/2018","A","A.D.2.2","GA2.3.5","2018/07",2018.11506849315
"PP376595.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102018","ssRNA(-)",15223,"complete","Germany",2019-02-12,"Human respiratory syncytial virus A isolate 490102018, complete genome",2019,7,"2018/2019","A","A.D.2.2","GA2.3.5","2019/07",2019.11506849315
"PP376596.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103018","ssRNA(-)",15219,"complete","Germany",2020-03-12,"Human respiratory syncytial virus A isolate 490103018, complete genome",2020,11,"2019/2020","A","A.D","GA2.3.5","2020/11",2020.19398907104
"PP376601.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102001","ssRNA(-)",15212,"complete","Netherlands",2018-11-13,"Human respiratory syncytial virus A isolate 310102001, complete genome",2018,46,"2018/2019","A","A.D.2.2","GA2.3.5","2018/46",2018.86575342466
"PP376604.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103035","ssRNA(-)",15220,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus A isolate 310103035, complete genome",2019,50,"2019/2020","A","A.D.1","GA2.3.5","2019/50",2019.94794520548
"PP376611.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","390103014","ssRNA(-)",15228,"complete","Italy",2020-01-14,"Human respiratory syncytial virus A isolate 390103014, complete genome",2020,3,"2019/2020","A","A.D.1","GA2.3.5","2020/03",2020.03551912568
"PP376613.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101018","ssRNA(-)",15224,"complete","Netherlands",2017-12-14,"Human respiratory syncytial virus A isolate 310101018, complete genome",2017,50,"2017/2018","A","A.D.2.2","GA2.3.5","2017/50",2017.95068493151
"PP376615.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103012","ssRNA(-)",15222,"complete","Germany",2020-02-14,"Human respiratory syncytial virus A isolate 490103012, complete genome",2020,7,"2019/2020","A","A.D","GA2.3.5","2020/07",2020.12021857923
"PP376616.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103014","ssRNA(-)",15222,"complete","Germany",2020-02-14,"Human respiratory syncytial virus A isolate 490103014, complete genome",2020,7,"2019/2020","A","A.D","GA2.3.5","2020/07",2020.12021857923
"PP376622.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","390103003","ssRNA(-)",15221,"complete","Italy",2019-12-15,"Human respiratory syncytial virus A isolate 390103003, complete genome",2019,51,"2019/2020","A","A.D.5","GA2.3.5","2019/51",2019.95342465753
"PP376625.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103019","ssRNA(-)",15223,"complete","Germany",2020-02-15,"Human respiratory syncytial virus A isolate 490103019, complete genome",2020,7,"2019/2020","A","A.D.2.1","GA2.3.5","2020/07",2020.12295081967
"PP376627.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102021","ssRNA(-)",15223,"complete","Finland",2019-04-15,"Human respiratory syncytial virus A isolate 358102021, complete genome",2019,16,"2018/2019","A","A.D.1","GA2.3.5","2019/16",2019.28493150685
"PP376629.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101062","ssRNA(-)",15222,"complete","Netherlands",2018-01-16,"Human respiratory syncytial virus A isolate 310101062, complete genome",2018,3,"2017/2018","A","A.D","GA2.3.5","2018/03",2018.04109589041
"PP376630.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103028","ssRNA(-)",15224,"complete","Spain",2020-01-16,"Human respiratory syncytial virus A isolate 340103028, complete genome",2020,3,"2019/2020","A","A.D.1","GA2.3.5","2020/03",2020.04098360656
"PP376631.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101003","ssRNA(-)",15222,"complete","Finland",2017-12-16,"Human respiratory syncytial virus A isolate 358101003, complete genome",2017,50,"2017/2018","A","A.D.2.2","GA2.3.5","2017/50",2017.95616438356
"PP376633.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103016","ssRNA(-)",15223,"complete","Spain",2019-12-16,"Human respiratory syncytial virus A isolate 340103016, complete genome",2019,51,"2019/2020","A","A.D.1","GA2.3.5","2019/51",2019.95616438356
"PP376637.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103025","ssRNA(-)",15223,"complete","Germany",2020-03-16,"Human respiratory syncytial virus A isolate 490103025, complete genome",2020,12,"2019/2020","A","A.D","GA2.3.5","2020/12",2020.20491803279
"PP376639.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102008","ssRNA(-)",15223,"complete","Germany",2019-01-17,"Human respiratory syncytial virus A isolate 490102008, complete genome",2019,3,"2018/2019","A","A.D.2.2","GA2.3.5","2019/03",2019.04383561644
"PP376640.1","Human respiratory syncytial virus A","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103029","ssRNA(-)",15219,"complete","Spain",2020-01-17,"Human respiratory syncytial virus A isolate 340103029, complete genome",2020,3,"2019/2020","A","A.D.3","GA2.3.5","2020/03",2020.04371584699
