"","Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","Collection_Year","Collection_Month","MMWRyear","MMWRweek","MMWRday","Collection_Season","Type"
"852","PP377114.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101052","ssRNA(-)",15227,"complete","Netherlands",2018-01-05,"Human respiratory syncytial virus B isolate 310101052, complete genome",2018,1,2018,1,6,"2017/2018","B"
"853","PP377115.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102016","ssRNA(-)",15222,"complete","Germany",2019-02-05,"Human respiratory syncytial virus B isolate 490102016, complete genome",2019,2,2019,6,3,"2018/2019","B"
"854","PP377117.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102008","ssRNA(-)",15221,"complete","Finland",2019-03-05,"Human respiratory syncytial virus B isolate 358102008, complete genome",2019,3,2019,10,3,"2018/2019","B"
"855","PP377118.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101049","ssRNA(-)",15223,"complete","Finland",2018-04-05,"Human respiratory syncytial virus B isolate 358101049, complete genome",2018,4,2018,14,5,"2017/2018","B"
"856","PP377120.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101002","ssRNA(-)",14701,"complete","Netherlands",2017-11-06,"Human respiratory syncytial virus B isolate 310101002, complete genome",2017,11,2017,45,2,"2017/2018","B"
"857","PP377121.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102015","ssRNA(-)",15223,"complete","Netherlands",2018-12-06,"Human respiratory syncytial virus B isolate 310102015, complete genome",2018,12,2018,49,5,"2018/2019","B"
"858","PP377122.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103045","ssRNA(-)",15223,"complete","Netherlands",2019-12-06,"Human respiratory syncytial virus B isolate 310103045, complete genome",2019,12,2019,49,6,"2019/2020","B"
"859","PP377125.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103046","ssRNA(-)",15223,"complete","Finland",2020-03-06,"Human respiratory syncytial virus B isolate 358103046, complete genome",2020,3,2020,10,6,"2019/2020","B"
"860","PP377129.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101056","ssRNA(-)",15221,"complete","Netherlands",2018-01-07,"Human respiratory syncytial virus B isolate 310101056, complete genome",2018,1,2018,2,1,"2017/2018","B"
"861","PP377134.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102032","ssRNA(-)",15223,"complete","Germany",2019-03-07,"Human respiratory syncytial virus B isolate 490102032, complete genome",2019,3,2019,10,5,"2018/2019","B"
"862","PP377138.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102044","ssRNA(-)",15223,"complete","Netherlands",2019-01-08,"Human respiratory syncytial virus B isolate 310102044, complete genome",2019,1,2019,2,3,"2018/2019","B"
"863","PP377139.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103002","ssRNA(-)",15224,"complete","Spain",2019-11-08,"Human respiratory syncytial virus B isolate 340103002, complete genome",2019,11,2019,45,6,"2019/2020","B"
"864","PP377140.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103060","ssRNA(-)",15178,"complete","Netherlands",2019-11-08,"Human respiratory syncytial virus B isolate 310103060, complete genome",2019,11,2019,45,6,"2019/2020","B"
"865","PP377141.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101013","ssRNA(-)",15221,"complete","Netherlands",2017-12-08,"Human respiratory syncytial virus B isolate 310101013, complete genome",2017,12,2017,49,6,"2017/2018","B"
"866","PP377142.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101071","ssRNA(-)",15221,"complete","Netherlands",2018-02-08,"Human respiratory syncytial virus B isolate 310101071, complete genome",2018,2,2018,6,5,"2017/2018","B"
"867","PP377143.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102039","ssRNA(-)",15223,"complete","Spain",2019-02-08,"Human respiratory syncytial virus B isolate 340102039, complete genome",2019,2,2019,6,6,"2018/2019","B"
"868","PP377147.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101058","ssRNA(-)",15223,"complete","Netherlands",2018-01-09,"Human respiratory syncytial virus B isolate 310101058, complete genome",2018,1,2018,2,3,"2017/2018","B"
"869","PP377148.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102009","ssRNA(-)",15222,"complete","France",2019-01-09,"Human respiratory syncytial virus B isolate 330102009, complete genome",2019,1,2019,2,4,"2018/2019","B"
"870","PP377149.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103007","ssRNA(-)",15224,"complete","Netherlands",2020-01-09,"Human respiratory syncytial virus B isolate 310103007, complete genome",2020,1,2020,2,5,"2019/2020","B"
"871","PP377151.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103034","ssRNA(-)",15223,"complete","France",2019-12-09,"Human respiratory syncytial virus B isolate 330103034, complete genome",2019,12,2019,50,2,"2019/2020","B"
"872","PP377155.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102033","ssRNA(-)",15222,"complete","Spain",2019-02-01,"Human respiratory syncytial virus B isolate 340102033, complete genome",2019,2,2019,5,6,"2018/2019","B"
"873","PP377160.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103014","ssRNA(-)",15223,"complete","Spain",2019-12-10,"Human respiratory syncytial virus B isolate 340103014, complete genome",2019,12,2019,50,3,"2019/2020","B"
"874","PP377161.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101030","ssRNA(-)",15222,"complete","Finland",2018-02-10,"Human respiratory syncytial virus B isolate 358101030, complete genome",2018,2,2018,6,7,"2017/2018","B"
"875","PP377162.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103011","ssRNA(-)",15221,"complete","Germany",2020-02-10,"Human respiratory syncytial virus B isolate 490103011, complete genome",2020,2,2020,7,2,"2019/2020","B"
"876","PP377163.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103040","ssRNA(-)",15222,"complete","Russia",2020-03-10,"Human respiratory syncytial virus B isolate 070103040, complete genome",2020,3,2020,11,3,"2019/2020","B"
"877","PP377164.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103042","ssRNA(-)",15178,"complete","Russia",2020-03-10,"Human respiratory syncytial virus B isolate 070103042, complete genome",2020,3,2020,11,3,"2019/2020","B"
"878","PP377170.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102004","ssRNA(-)",15223,"complete","Spain",2018-12-11,"Human respiratory syncytial virus B isolate 340102004, complete genome",2018,12,2018,50,3,"2018/2019","B"
"879","PP377172.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102011","ssRNA(-)",15223,"complete","Germany",2019-02-11,"Human respiratory syncytial virus B isolate 490102011, complete genome",2019,2,2019,7,2,"2018/2019","B"
"880","PP377173.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102012","ssRNA(-)",15223,"complete","Germany",2019-02-11,"Human respiratory syncytial virus B isolate 490102012, complete genome",2019,2,2019,7,2,"2018/2019","B"
"881","PP377174.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103027","ssRNA(-)",15222,"complete","Finland",2020-02-11,"Human respiratory syncytial virus B isolate 358103027, complete genome",2020,2,2020,7,3,"2019/2020","B"
"882","PP377175.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103021","ssRNA(-)",15180,"complete","Russia",2020-02-11,"Human respiratory syncytial virus B isolate 070103021, complete genome",2020,2,2020,7,3,"2019/2020","B"
"883","PP377176.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102047","ssRNA(-)",15222,"complete","Spain",2019-03-11,"Human respiratory syncytial virus B isolate 340102047, complete genome",2019,3,2019,11,2,"2018/2019","B"
"884","PP377187.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102024","ssRNA(-)",15221,"complete","Netherlands",2018-12-12,"Human respiratory syncytial virus B isolate 310102024, complete genome",2018,12,2018,50,4,"2018/2019","B"
"885","PP377188.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102020","ssRNA(-)",15223,"complete","Netherlands",2018-12-12,"Human respiratory syncytial virus B isolate 310102020, complete genome",2018,12,2018,50,4,"2018/2019","B"
"886","PP377189.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103035","ssRNA(-)",15221,"complete","France",2019-12-12,"Human respiratory syncytial virus B isolate 330103035, complete genome",2019,12,2019,50,5,"2019/2020","B"
"887","PP377190.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102020","ssRNA(-)",15223,"complete","Germany",2019-02-12,"Human respiratory syncytial virus B isolate 490102020, complete genome",2019,2,2019,7,3,"2018/2019","B"
"888","PP377197.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101015","ssRNA(-)",15222,"complete","Finland",2018-01-13,"Human respiratory syncytial virus B isolate 358101015, complete genome",2018,1,2018,2,7,"2017/2018","B"
"889","PP377198.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103005","ssRNA(-)",15180,"complete","Russia",2020-01-13,"Human respiratory syncytial virus B isolate 070103005, complete genome",2020,1,2020,3,2,"2019/2020","B"
"890","PP377199.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102025","ssRNA(-)",15222,"complete","Netherlands",2018-12-13,"Human respiratory syncytial virus B isolate 310102025, complete genome",2018,12,2018,50,5,"2018/2019","B"
"891","PP377200.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103032","ssRNA(-)",15223,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus B isolate 310103032, complete genome",2019,12,2019,50,6,"2019/2020","B"
"892","PP377201.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103034","ssRNA(-)",15178,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus B isolate 310103034, complete genome",2019,12,2019,50,6,"2019/2020","B"
"893","PP377202.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102021","ssRNA(-)",15222,"complete","Germany",2019-02-13,"Human respiratory syncytial virus B isolate 490102021, complete genome",2019,2,2019,7,4,"2018/2019","B"
"894","PP377206.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102023","ssRNA(-)",15231,"complete","Spain",2019-01-14,"Human respiratory syncytial virus B isolate 340102023, complete genome",2019,1,2019,3,2,"2018/2019","B"
"895","PP377207.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102024","ssRNA(-)",15223,"complete","Spain",2019-01-14,"Human respiratory syncytial virus B isolate 340102024, complete genome",2019,1,2019,3,2,"2018/2019","B"
"896","PP377208.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102004","ssRNA(-)",15223,"complete","Germany",2019-01-14,"Human respiratory syncytial virus B isolate 490102004, complete genome",2019,1,2019,3,2,"2018/2019","B"
"897","PP377211.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101005","ssRNA(-)",15222,"complete","Netherlands",2017-11-14,"Human respiratory syncytial virus B isolate 310101005, complete genome",2017,11,2017,46,3,"2017/2018","B"
"898","PP377213.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103033","ssRNA(-)",15185,"complete","Netherlands",2019-12-14,"Human respiratory syncytial virus B isolate 310103033, complete genome",2019,12,2019,50,7,"2019/2020","B"
"899","PP377214.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102022","ssRNA(-)",15222,"complete","Germany",2019-02-14,"Human respiratory syncytial virus B isolate 490102022, complete genome",2019,2,2019,7,5,"2018/2019","B"
"900","PP377215.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103029","ssRNA(-)",15225,"complete","Finland",2020-02-14,"Human respiratory syncytial virus B isolate 358103029, complete genome",2020,2,2020,7,6,"2019/2020","B"
"901","PP377216.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102035","ssRNA(-)",15222,"complete","Germany",2019-03-14,"Human respiratory syncytial virus B isolate 490102035, complete genome",2019,3,2019,11,5,"2018/2019","B"
"902","PP377220.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101061","ssRNA(-)",15222,"complete","Netherlands",2018-01-15,"Human respiratory syncytial virus B isolate 310101061, complete genome",2018,1,2018,3,2,"2017/2018","B"
"903","PP377221.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103002","ssRNA(-)",15223,"complete","France",2019-10-15,"Human respiratory syncytial virus B isolate 330103002, complete genome",2019,10,2019,42,3,"2019/2020","B"
"904","PP377222.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101002","ssRNA(-)",15222,"complete","Spain",2017-11-15,"Human respiratory syncytial virus B isolate 340101002, complete genome",2017,11,2017,46,4,"2017/2018","B"
"905","PP377223.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101022","ssRNA(-)",15222,"complete","Spain",2017-12-15,"Human respiratory syncytial virus B isolate 340101022, complete genome",2017,12,2017,50,6,"2017/2018","B"
"906","PP377226.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101032","ssRNA(-)",15221,"complete","Finland",2018-02-15,"Human respiratory syncytial virus B isolate 358101032, complete genome",2018,2,2018,7,5,"2017/2018","B"
"907","PP377233.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102025","ssRNA(-)",15221,"complete","Spain",2019-01-16,"Human respiratory syncytial virus B isolate 340102025, complete genome",2019,1,2019,3,4,"2018/2019","B"
"908","PP377237.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103030","ssRNA(-)",15222,"complete","Netherlands",2019-12-16,"Human respiratory syncytial virus B isolate 310103030, complete genome",2019,12,2019,51,2,"2019/2020","B"
"909","PP377240.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103050","ssRNA(-)",15179,"complete","Russia",2020-04-16,"Human respiratory syncytial virus B isolate 070103050, complete genome",2020,4,2020,16,5,"2019/2020","B"
"910","PP377245.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101007","ssRNA(-)",15227,"complete","Netherlands",2017-11-17,"Human respiratory syncytial virus B isolate 310101007, complete genome",2017,11,2017,46,6,"2017/2018","B"
"911","PP377248.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103026","ssRNA(-)",15178,"complete","Russia",2020-02-17,"Human respiratory syncytial virus B isolate 070103026, complete genome",2020,2,2020,8,2,"2019/2020","B"
"912","PP377249.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103046","ssRNA(-)",15179,"complete","Russia",2020-03-17,"Human respiratory syncytial virus B isolate 070103046, complete genome",2020,3,2020,12,3,"2019/2020","B"
"913","PP377261.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101017","ssRNA(-)",15222,"complete","Finland",2018-01-18,"Human respiratory syncytial virus B isolate 358101017, complete genome",2018,1,2018,3,5,"2017/2018","B"
"914","PP377262.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102007","ssRNA(-)",15222,"complete","Germany",2019-01-18,"Human respiratory syncytial virus B isolate 490102007, complete genome",2019,1,2019,3,6,"2018/2019","B"
"915","PP377265.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103013","ssRNA(-)",15223,"complete","France",2019-11-18,"Human respiratory syncytial virus B isolate 330103013, complete genome",2019,11,2019,47,2,"2019/2020","B"
"916","PP377266.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101040","ssRNA(-)",15222,"complete","Spain",2017-12-18,"Human respiratory syncytial virus B isolate 340101040, complete genome",2017,12,2017,51,2,"2017/2018","B"
"917","PP377267.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101038","ssRNA(-)",15222,"complete","Spain",2017-12-18,"Human respiratory syncytial virus B isolate 340101038, complete genome",2017,12,2017,51,2,"2017/2018","B"
"918","PP377269.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102005","ssRNA(-)",15222,"complete","Finland",2019-02-18,"Human respiratory syncytial virus B isolate 358102005, complete genome",2019,2,2019,8,2,"2018/2019","B"
"919","PP377271.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102022","ssRNA(-)",15223,"complete","Finland",2019-04-18,"Human respiratory syncytial virus B isolate 358102022, complete genome",2019,4,2019,16,5,"2018/2019","B"
"920","PP377275.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103018","ssRNA(-)",15223,"complete","France",2019-11-19,"Human respiratory syncytial virus B isolate 330103018, complete genome",2019,11,2019,47,3,"2019/2020","B"
"921","PP377276.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103015","ssRNA(-)",15222,"complete","France",2019-11-19,"Human respiratory syncytial virus B isolate 330103015, complete genome",2019,11,2019,47,3,"2019/2020","B"
"922","PP377277.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102034","ssRNA(-)",15222,"complete","Netherlands",2018-12-19,"Human respiratory syncytial virus B isolate 310102034, complete genome",2018,12,2018,51,4,"2018/2019","B"
"923","PP377278.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101034","ssRNA(-)",15221,"complete","Finland",2018-02-19,"Human respiratory syncytial virus B isolate 358101034, complete genome",2018,2,2018,8,2,"2017/2018","B"
"924","PP377279.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102043","ssRNA(-)",15222,"complete","Spain",2019-02-19,"Human respiratory syncytial virus B isolate 340102043, complete genome",2019,2,2019,8,3,"2018/2019","B"
"925","PP377287.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101047","ssRNA(-)",15223,"complete","Netherlands",2018-01-02,"Human respiratory syncytial virus B isolate 310101047, complete genome",2018,1,2018,1,3,"2017/2018","B"
"926","PP377288.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101042","ssRNA(-)",15223,"complete","Spain",2018-01-02,"Human respiratory syncytial virus B isolate 340101042, complete genome",2018,1,2018,1,3,"2017/2018","B"
"927","PP377291.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101020","ssRNA(-)",15222,"complete","Spain",2017-12-02,"Human respiratory syncytial virus B isolate 340101020, complete genome",2017,12,2017,48,7,"2017/2018","B"
"928","PP377292.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101027","ssRNA(-)",15223,"complete","Finland",2018-02-02,"Human respiratory syncytial virus B isolate 358101027, complete genome",2018,2,2018,5,6,"2017/2018","B"
"929","PP377293.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103013","ssRNA(-)",15223,"complete","Finland",2020-02-02,"Human respiratory syncytial virus B isolate 358103013, complete genome",2020,2,2020,6,1,"2019/2020","B"
"930","PP377296.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103038","ssRNA(-)",15181,"complete","Russia",2020-03-02,"Human respiratory syncytial virus B isolate 070103038, complete genome",2020,3,2020,10,2,"2019/2020","B"
"931","PP377304.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101031","ssRNA(-)",15222,"complete","Netherlands",2017-12-20,"Human respiratory syncytial virus B isolate 310101031, complete genome",2017,12,2017,51,4,"2017/2018","B"
"932","PP377305.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102003","ssRNA(-)",15222,"complete","France",2018-12-20,"Human respiratory syncytial virus B isolate 330102003, complete genome",2018,12,2018,51,5,"2018/2019","B"
"933","PP377306.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102034","ssRNA(-)",15223,"complete","United Kingdom",2018-12-20,"Human respiratory syncytial virus B isolate 440102034, complete genome",2018,12,2018,51,5,"2018/2019","B"
"934","PP377307.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103037","ssRNA(-)",15223,"complete","France",2019-12-20,"Human respiratory syncytial virus B isolate 330103037, complete genome",2019,12,2019,51,6,"2019/2020","B"
"935","PP377308.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101073","ssRNA(-)",15223,"complete","Netherlands",2018-02-20,"Human respiratory syncytial virus B isolate 310101073, complete genome",2018,2,2018,8,3,"2017/2018","B"
"936","PP377319.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103007","ssRNA(-)",15222,"complete","Russia",2020-01-21,"Human respiratory syncytial virus B isolate 070103007, complete genome",2020,1,2020,4,3,"2019/2020","B"
"937","PP377320.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102013","ssRNA(-)",15222,"complete","United Kingdom",2018-11-21,"Human respiratory syncytial virus B isolate 440102013, complete genome",2018,11,2018,47,4,"2018/2019","B"
"938","PP377321.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102005","ssRNA(-)",15223,"complete","France",2018-12-21,"Human respiratory syncytial virus B isolate 330102005, complete genome",2018,12,2018,51,6,"2018/2019","B"
"939","PP377322.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103038","ssRNA(-)",15223,"complete","Finland",2020-02-21,"Human respiratory syncytial virus B isolate 358103038, complete genome",2020,2,2020,8,6,"2019/2020","B"
"940","PP377328.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101004","ssRNA(-)",15222,"complete","Finland",2017-12-22,"Human respiratory syncytial virus B isolate 358101004, complete genome",2017,12,2017,51,6,"2017/2018","B"
"941","PP377330.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102026","ssRNA(-)",15223,"complete","Germany",2019-02-22,"Human respiratory syncytial virus B isolate 490102026, complete genome",2019,2,2019,8,6,"2018/2019","B"
"942","PP377331.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102025","ssRNA(-)",15221,"complete","Germany",2019-02-22,"Human respiratory syncytial virus B isolate 490102025, complete genome",2019,2,2019,8,6,"2018/2019","B"
"943","PP377332.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102014","ssRNA(-)",15221,"complete","Finland",2019-03-22,"Human respiratory syncytial virus B isolate 358102014, complete genome",2019,3,2019,12,6,"2018/2019","B"
"944","PP377335.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101018","ssRNA(-)",15222,"complete","Finland",2018-01-23,"Human respiratory syncytial virus B isolate 358101018, complete genome",2018,1,2018,4,3,"2017/2018","B"
"945","PP377336.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102010","ssRNA(-)",15222,"complete","Germany",2019-01-23,"Human respiratory syncytial virus B isolate 490102010, complete genome",2019,1,2019,4,4,"2018/2019","B"
"946","PP377337.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101037","ssRNA(-)",15223,"complete","Netherlands",2017-12-23,"Human respiratory syncytial virus B isolate 310101037, complete genome",2017,12,2017,51,7,"2017/2018","B"
"947","PP377341.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101010","ssRNA(-)",15223,"complete","Spain",2017-11-24,"Human respiratory syncytial virus B isolate 340101010, complete genome",2017,11,2017,47,6,"2017/2018","B"
"948","PP377345.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103048","ssRNA(-)",15225,"complete","Russia",2020-03-24,"Human respiratory syncytial virus B isolate 070103048, complete genome",2020,3,2020,13,3,"2019/2020","B"
"949","PP377349.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101021","ssRNA(-)",15222,"complete","Finland",2018-01-25,"Human respiratory syncytial virus B isolate 358101021, complete genome",2018,1,2018,4,5,"2017/2018","B"
"950","PP377351.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102030","ssRNA(-)",15222,"complete","Spain",2019-01-25,"Human respiratory syncytial virus B isolate 340102030, complete genome",2019,1,2019,4,6,"2018/2019","B"
"951","PP377352.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101038","ssRNA(-)",15223,"complete","Netherlands",2017-12-25,"Human respiratory syncytial virus B isolate 310101038, complete genome",2017,12,2017,52,2,"2017/2018","B"
"952","PP377353.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102045","ssRNA(-)",15223,"complete","Spain",2019-02-25,"Human respiratory syncytial virus B isolate 340102045, complete genome",2019,2,2019,9,2,"2018/2019","B"
"953","PP377355.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102050","ssRNA(-)",15222,"complete","Spain",2019-03-25,"Human respiratory syncytial virus B isolate 340102050, complete genome",2019,3,2019,13,2,"2018/2019","B"
"954","PP377362.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103005","ssRNA(-)",15223,"complete","Spain",2019-11-26,"Human respiratory syncytial virus B isolate 340103005, complete genome",2019,11,2019,48,3,"2019/2020","B"
"955","PP377363.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102007","ssRNA(-)",15222,"complete","France",2018-12-26,"Human respiratory syncytial virus B isolate 330102007, complete genome",2018,12,2018,52,4,"2018/2019","B"
