"Accession","Organism_Name","Organization","Org_location","Isolate","Molecule_type","Length","Nuc_Completeness","Country","Collection_Date","GenBank_Title","MMWRyear","MMWRweek","Collection_Season","Type","clade","G_clade"
"PP377086.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102013","ssRNA(-)",15223,"complete","Germany",2019-01-30,"Human respiratory syncytial virus B isolate 490102013, complete genome",2019,5,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377087.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103012","ssRNA(-)",15223,"complete","Finland",2020-01-30,"Human respiratory syncytial virus B isolate 358103012, complete genome",2020,5,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377088.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103011","ssRNA(-)",15180,"complete","Finland",2020-01-30,"Human respiratory syncytial virus B isolate 358103011, complete genome",2020,5,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377089.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101016","ssRNA(-)",15222,"complete","Spain",2017-11-30,"Human respiratory syncytial virus B isolate 340101016, complete genome",2017,48,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377090.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101015","ssRNA(-)",14964,"partial","Spain",2017-11-30,"Human respiratory syncytial virus B isolate 340101015, partial genome",2017,48,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377093.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102012","ssRNA(-)",15224,"complete","Spain",2018-12-30,"Human respiratory syncytial virus B isolate 340102012, complete genome",2019,1,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377100.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103008","ssRNA(-)",13707,"partial","France",2019-10-31,"Human respiratory syncytial virus B isolate 330103008, partial genome",2019,44,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377102.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102043","ssRNA(-)",15224,"complete","Netherlands",2019-01-04,"Human respiratory syncytial virus B isolate 310102043, complete genome",2019,1,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377103.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102014","ssRNA(-)",15222,"complete","Netherlands",2018-12-04,"Human respiratory syncytial virus B isolate 310102014, complete genome",2018,49,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377104.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103029","ssRNA(-)",15224,"complete","France",2019-12-04,"Human respiratory syncytial virus B isolate 330103029, complete genome",2019,49,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377108.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101040","ssRNA(-)",15222,"complete","Finland",2018-03-04,"Human respiratory syncytial virus B isolate 358101040, complete genome",2018,10,"2017/2018","B","B.D.E.2","GB5.0.5a"
"PP377109.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103039","ssRNA(-)",15182,"complete","Russia",2020-03-04,"Human respiratory syncytial virus B isolate 070103039, complete genome",2020,10,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377114.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101052","ssRNA(-)",15227,"complete","Netherlands",2018-01-05,"Human respiratory syncytial virus B isolate 310101052, complete genome",2018,1,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377115.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102016","ssRNA(-)",15222,"complete","Germany",2019-02-05,"Human respiratory syncytial virus B isolate 490102016, complete genome",2019,6,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377117.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102008","ssRNA(-)",15221,"complete","Finland",2019-03-05,"Human respiratory syncytial virus B isolate 358102008, complete genome",2019,10,"2018/2019","B","B.D.E.2","GB5.0.5a"
"PP377118.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101049","ssRNA(-)",15223,"complete","Finland",2018-04-05,"Human respiratory syncytial virus B isolate 358101049, complete genome",2018,14,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377120.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101002","ssRNA(-)",14701,"complete","Netherlands",2017-11-06,"Human respiratory syncytial virus B isolate 310101002, complete genome",2017,45,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377121.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102015","ssRNA(-)",15223,"complete","Netherlands",2018-12-06,"Human respiratory syncytial virus B isolate 310102015, complete genome",2018,49,"2018/2019","B","B.D.4.1","GB5.0.5a"
"PP377122.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103045","ssRNA(-)",15223,"complete","Netherlands",2019-12-06,"Human respiratory syncytial virus B isolate 310103045, complete genome",2019,49,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377125.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103046","ssRNA(-)",15223,"complete","Finland",2020-03-06,"Human respiratory syncytial virus B isolate 358103046, complete genome",2020,10,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377129.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101056","ssRNA(-)",15221,"complete","Netherlands",2018-01-07,"Human respiratory syncytial virus B isolate 310101056, complete genome",2018,2,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377134.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102032","ssRNA(-)",15223,"complete","Germany",2019-03-07,"Human respiratory syncytial virus B isolate 490102032, complete genome",2019,10,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377138.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102044","ssRNA(-)",15223,"complete","Netherlands",2019-01-08,"Human respiratory syncytial virus B isolate 310102044, complete genome",2019,2,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377139.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103002","ssRNA(-)",15224,"complete","Spain",2019-11-08,"Human respiratory syncytial virus B isolate 340103002, complete genome",2019,45,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377140.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103060","ssRNA(-)",15178,"complete","Netherlands",2019-11-08,"Human respiratory syncytial virus B isolate 310103060, complete genome",2019,45,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377141.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101013","ssRNA(-)",15221,"complete","Netherlands",2017-12-08,"Human respiratory syncytial virus B isolate 310101013, complete genome",2017,49,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377142.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101071","ssRNA(-)",15221,"complete","Netherlands",2018-02-08,"Human respiratory syncytial virus B isolate 310101071, complete genome",2018,6,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377143.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102039","ssRNA(-)",15223,"complete","Spain",2019-02-08,"Human respiratory syncytial virus B isolate 340102039, complete genome",2019,6,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377147.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101058","ssRNA(-)",15223,"complete","Netherlands",2018-01-09,"Human respiratory syncytial virus B isolate 310101058, complete genome",2018,2,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377148.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102009","ssRNA(-)",15222,"complete","France",2019-01-09,"Human respiratory syncytial virus B isolate 330102009, complete genome",2019,2,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377149.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103007","ssRNA(-)",15224,"complete","Netherlands",2020-01-09,"Human respiratory syncytial virus B isolate 310103007, complete genome",2020,2,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377151.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103034","ssRNA(-)",15223,"complete","France",2019-12-09,"Human respiratory syncytial virus B isolate 330103034, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377155.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102033","ssRNA(-)",15222,"complete","Spain",2019-02-01,"Human respiratory syncytial virus B isolate 340102033, complete genome",2019,5,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377160.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340103014","ssRNA(-)",15223,"complete","Spain",2019-12-10,"Human respiratory syncytial virus B isolate 340103014, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377161.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101030","ssRNA(-)",15222,"complete","Finland",2018-02-10,"Human respiratory syncytial virus B isolate 358101030, complete genome",2018,6,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377162.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490103011","ssRNA(-)",15221,"complete","Germany",2020-02-10,"Human respiratory syncytial virus B isolate 490103011, complete genome",2020,7,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377163.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103040","ssRNA(-)",15222,"complete","Russia",2020-03-10,"Human respiratory syncytial virus B isolate 070103040, complete genome",2020,11,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377164.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103042","ssRNA(-)",15178,"complete","Russia",2020-03-10,"Human respiratory syncytial virus B isolate 070103042, complete genome",2020,11,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377170.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102004","ssRNA(-)",15223,"complete","Spain",2018-12-11,"Human respiratory syncytial virus B isolate 340102004, complete genome",2018,50,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377172.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102011","ssRNA(-)",15223,"complete","Germany",2019-02-11,"Human respiratory syncytial virus B isolate 490102011, complete genome",2019,7,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377173.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102012","ssRNA(-)",15223,"complete","Germany",2019-02-11,"Human respiratory syncytial virus B isolate 490102012, complete genome",2019,7,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377174.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103027","ssRNA(-)",15222,"complete","Finland",2020-02-11,"Human respiratory syncytial virus B isolate 358103027, complete genome",2020,7,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377175.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103021","ssRNA(-)",15180,"complete","Russia",2020-02-11,"Human respiratory syncytial virus B isolate 070103021, complete genome",2020,7,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377176.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102047","ssRNA(-)",15222,"complete","Spain",2019-03-11,"Human respiratory syncytial virus B isolate 340102047, complete genome",2019,11,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377187.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102024","ssRNA(-)",15221,"complete","Netherlands",2018-12-12,"Human respiratory syncytial virus B isolate 310102024, complete genome",2018,50,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377188.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102020","ssRNA(-)",15223,"complete","Netherlands",2018-12-12,"Human respiratory syncytial virus B isolate 310102020, complete genome",2018,50,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377189.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103035","ssRNA(-)",15221,"complete","France",2019-12-12,"Human respiratory syncytial virus B isolate 330103035, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377190.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102020","ssRNA(-)",15223,"complete","Germany",2019-02-12,"Human respiratory syncytial virus B isolate 490102020, complete genome",2019,7,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377197.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101015","ssRNA(-)",15222,"complete","Finland",2018-01-13,"Human respiratory syncytial virus B isolate 358101015, complete genome",2018,2,"2017/2018","B","B.D.E.2","GB5.0.5a"
"PP377198.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103005","ssRNA(-)",15180,"complete","Russia",2020-01-13,"Human respiratory syncytial virus B isolate 070103005, complete genome",2020,3,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377199.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102025","ssRNA(-)",15222,"complete","Netherlands",2018-12-13,"Human respiratory syncytial virus B isolate 310102025, complete genome",2018,50,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377200.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103032","ssRNA(-)",15223,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus B isolate 310103032, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377201.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103034","ssRNA(-)",15178,"complete","Netherlands",2019-12-13,"Human respiratory syncytial virus B isolate 310103034, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377202.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102021","ssRNA(-)",15222,"complete","Germany",2019-02-13,"Human respiratory syncytial virus B isolate 490102021, complete genome",2019,7,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377206.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102023","ssRNA(-)",15231,"complete","Spain",2019-01-14,"Human respiratory syncytial virus B isolate 340102023, complete genome",2019,3,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377207.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102024","ssRNA(-)",15223,"complete","Spain",2019-01-14,"Human respiratory syncytial virus B isolate 340102024, complete genome",2019,3,"2018/2019","B","B.D.4.1","GB5.0.5a"
"PP377208.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102004","ssRNA(-)",15223,"complete","Germany",2019-01-14,"Human respiratory syncytial virus B isolate 490102004, complete genome",2019,3,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377211.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101005","ssRNA(-)",15222,"complete","Netherlands",2017-11-14,"Human respiratory syncytial virus B isolate 310101005, complete genome",2017,46,"2017/2018","B","B.D.4","GB5.0.4a"
"PP377213.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103033","ssRNA(-)",15185,"complete","Netherlands",2019-12-14,"Human respiratory syncytial virus B isolate 310103033, complete genome",2019,50,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377214.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102022","ssRNA(-)",15222,"complete","Germany",2019-02-14,"Human respiratory syncytial virus B isolate 490102022, complete genome",2019,7,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377215.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103029","ssRNA(-)",15225,"complete","Finland",2020-02-14,"Human respiratory syncytial virus B isolate 358103029, complete genome",2020,7,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377216.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102035","ssRNA(-)",15222,"complete","Germany",2019-03-14,"Human respiratory syncytial virus B isolate 490102035, complete genome",2019,11,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377220.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101061","ssRNA(-)",15222,"complete","Netherlands",2018-01-15,"Human respiratory syncytial virus B isolate 310101061, complete genome",2018,3,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377221.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103002","ssRNA(-)",15223,"complete","France",2019-10-15,"Human respiratory syncytial virus B isolate 330103002, complete genome",2019,42,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377222.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101002","ssRNA(-)",15222,"complete","Spain",2017-11-15,"Human respiratory syncytial virus B isolate 340101002, complete genome",2017,46,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377223.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101022","ssRNA(-)",15222,"complete","Spain",2017-12-15,"Human respiratory syncytial virus B isolate 340101022, complete genome",2017,50,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377226.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101032","ssRNA(-)",15221,"complete","Finland",2018-02-15,"Human respiratory syncytial virus B isolate 358101032, complete genome",2018,7,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377233.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102025","ssRNA(-)",15221,"complete","Spain",2019-01-16,"Human respiratory syncytial virus B isolate 340102025, complete genome",2019,3,"2018/2019","B","B.D.E.2","GB5.0.5a"
"PP377237.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310103030","ssRNA(-)",15222,"complete","Netherlands",2019-12-16,"Human respiratory syncytial virus B isolate 310103030, complete genome",2019,51,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377240.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103050","ssRNA(-)",15179,"complete","Russia",2020-04-16,"Human respiratory syncytial virus B isolate 070103050, complete genome",2020,16,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377245.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101007","ssRNA(-)",15227,"complete","Netherlands",2017-11-17,"Human respiratory syncytial virus B isolate 310101007, complete genome",2017,46,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377248.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103026","ssRNA(-)",15178,"complete","Russia",2020-02-17,"Human respiratory syncytial virus B isolate 070103026, complete genome",2020,8,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377249.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103046","ssRNA(-)",15179,"complete","Russia",2020-03-17,"Human respiratory syncytial virus B isolate 070103046, complete genome",2020,12,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377261.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101017","ssRNA(-)",15222,"complete","Finland",2018-01-18,"Human respiratory syncytial virus B isolate 358101017, complete genome",2018,3,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377262.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","490102007","ssRNA(-)",15222,"complete","Germany",2019-01-18,"Human respiratory syncytial virus B isolate 490102007, complete genome",2019,3,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377265.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103013","ssRNA(-)",15223,"complete","France",2019-11-18,"Human respiratory syncytial virus B isolate 330103013, complete genome",2019,47,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377266.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101040","ssRNA(-)",15222,"complete","Spain",2017-12-18,"Human respiratory syncytial virus B isolate 340101040, complete genome",2017,51,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377267.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101038","ssRNA(-)",15222,"complete","Spain",2017-12-18,"Human respiratory syncytial virus B isolate 340101038, complete genome",2017,51,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377269.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102005","ssRNA(-)",15222,"complete","Finland",2019-02-18,"Human respiratory syncytial virus B isolate 358102005, complete genome",2019,8,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377271.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358102022","ssRNA(-)",15223,"complete","Finland",2019-04-18,"Human respiratory syncytial virus B isolate 358102022, complete genome",2019,16,"2018/2019","B","B.D.4.1","GB5.0.5a"
"PP377275.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103018","ssRNA(-)",15223,"complete","France",2019-11-19,"Human respiratory syncytial virus B isolate 330103018, complete genome",2019,47,"2019/2020","B","B.D.4.1","GB5.0.5a"
"PP377276.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103015","ssRNA(-)",15222,"complete","France",2019-11-19,"Human respiratory syncytial virus B isolate 330103015, complete genome",2019,47,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377277.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310102034","ssRNA(-)",15222,"complete","Netherlands",2018-12-19,"Human respiratory syncytial virus B isolate 310102034, complete genome",2018,51,"2018/2019","B","B.D.4.1","GB5.0.5a"
"PP377278.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101034","ssRNA(-)",15221,"complete","Finland",2018-02-19,"Human respiratory syncytial virus B isolate 358101034, complete genome",2018,8,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377279.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340102043","ssRNA(-)",15222,"complete","Spain",2019-02-19,"Human respiratory syncytial virus B isolate 340102043, complete genome",2019,8,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377287.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101047","ssRNA(-)",15223,"complete","Netherlands",2018-01-02,"Human respiratory syncytial virus B isolate 310101047, complete genome",2018,1,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377288.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101042","ssRNA(-)",15223,"complete","Spain",2018-01-02,"Human respiratory syncytial virus B isolate 340101042, complete genome",2018,1,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377291.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","340101020","ssRNA(-)",15222,"complete","Spain",2017-12-02,"Human respiratory syncytial virus B isolate 340101020, complete genome",2017,48,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377292.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358101027","ssRNA(-)",15223,"complete","Finland",2018-02-02,"Human respiratory syncytial virus B isolate 358101027, complete genome",2018,5,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377293.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","358103013","ssRNA(-)",15223,"complete","Finland",2020-02-02,"Human respiratory syncytial virus B isolate 358103013, complete genome",2020,6,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377296.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103038","ssRNA(-)",15181,"complete","Russia",2020-03-02,"Human respiratory syncytial virus B isolate 070103038, complete genome",2020,10,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377304.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101031","ssRNA(-)",15222,"complete","Netherlands",2017-12-20,"Human respiratory syncytial virus B isolate 310101031, complete genome",2017,51,"2017/2018","B","B.D.4.1.1","GB5.0.5a"
"PP377305.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330102003","ssRNA(-)",15222,"complete","France",2018-12-20,"Human respiratory syncytial virus B isolate 330102003, complete genome",2018,51,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377306.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","440102034","ssRNA(-)",15223,"complete","United Kingdom",2018-12-20,"Human respiratory syncytial virus B isolate 440102034, complete genome",2018,51,"2018/2019","B","B.D.4.1.1","GB5.0.5a"
"PP377307.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","330103037","ssRNA(-)",15223,"complete","France",2019-12-20,"Human respiratory syncytial virus B isolate 330103037, complete genome",2019,51,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
"PP377308.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","310101073","ssRNA(-)",15223,"complete","Netherlands",2018-02-20,"Human respiratory syncytial virus B isolate 310101073, complete genome",2018,8,"2017/2018","B","B.D.4.1","GB5.0.5a"
"PP377319.1","Human respiratory syncytial virus B","UMC Utrecht, Paediatric Infectious Diseases","Netherlands","70103007","ssRNA(-)",15222,"complete","Russia",2020-01-21,"Human respiratory syncytial virus B isolate 070103007, complete genome",2020,4,"2019/2020","B","B.D.4.1.1","GB5.0.5a"
